unique_key,created_date,closed_date,agency,complaint_type,descriptor,incident_zip,incident_address,borough,latitude,longitude,pii_caller_name,pii_phone,status,resolution_days
311-75171682,2023-12-05 05:52:50,2023-12-26 05:52:50,DEP,Derelict Vehicle,Descriptor_9,10442,635 Park Ave,Queens,40.530767,-73.895638,Resident_2022,917-539-7189,Pending,21
311-17006425,2023-11-06 08:04:29,2023-11-30 08:04:29,NYPD,Noise - Residential,Descriptor_8,10468,244 Lexington Ave,Staten Island,40.887043,-73.85534,Resident_2023,917-376-6856,Closed,24
311-74734099,2023-02-27 14:59:11,2023-03-04 14:59:11,NYPD,Illegal Parking,Descriptor_9,10420,492 5th Ave,Bronx,40.764426,-73.981202,Resident_2024,917-283-5594,Pending,5
311-58851352,2023-09-23 19:02:28,2023-10-07 19:02:28,NYPD,Blocked Driveway,Descriptor_11,10362,678 Lexington Ave,Queens,40.659268,-73.92628,Resident_2025,917-597-5437,In Progress,14
311-16705716,2024-04-11 16:39:27,2024-04-23 16:39:27,DPR,Noise - Residential,Descriptor_5,10130,971 5th Ave,Queens,40.886691,-74.142349,Resident_2026,917-540-6809,In Progress,12
311-42454746,2023-10-01 08:05:15,2023-10-26 08:05:15,DEP,Noise - Residential,Descriptor_8,10190,658 Broadway,Staten Island,40.592561,-74.211547,Resident_2027,917-103-4033,In Progress,25
311-37741551,2023-07-03 12:03:39,2023-07-30 12:03:39,NYPD,Illegal Parking,Descriptor_12,10416,680 Lexington Ave,Staten Island,40.811683,-73.894808,Resident_2028,917-640-4541,Open,27
311-81322153,2024-08-23 02:16:44,2024-09-10 02:16:44,DOB,Illegal Parking,Descriptor_6,10245,669 Main St,Queens,40.821878,-73.96112,Resident_2029,917-802-9779,Closed,18
311-36290291,2024-02-10 05:10:44,2024-02-10 05:10:44,HPD,Derelict Vehicle,Descriptor_6,10441,479 Broadway,Brooklyn,40.721177,-73.997008,Resident_2030,917-186-5196,Pending,0
311-47357083,2024-07-04 14:49:16,2024-07-06 14:49:16,DSNY,Broken Muni Meter,Descriptor_8,10135,786 5th Ave,Staten Island,40.735046,-74.192441,Resident_2031,917-237-4475,In Progress,2
311-86538447,2024-05-31 08:59:46,2024-06-18 08:59:46,DOT,Rodent,Descriptor_17,10424,375 Main St,Queens,40.599004,-73.894014,Resident_2032,917-610-7351,Open,18
311-45769386,2024-06-29 05:40:30,2024-07-11 05:40:30,DOT,Graffiti,Descriptor_11,10110,71 Main St,Manhattan,40.698378,-74.204132,Resident_2033,917-584-8438,Open,12
311-19737614,2023-07-11 23:06:55,2023-07-31 23:06:55,DPR,Rodent,Descriptor_11,10127,699 Lexington Ave,Queens,40.628065,-74.200803,Resident_2034,917-540-6897,In Progress,20
311-91369907,2024-01-24 14:28:37,2024-02-04 14:28:37,DOB,Illegal Parking,Descriptor_16,10259,570 5th Ave,Bronx,40.826086,-74.177226,Resident_2035,917-165-6817,Pending,11
311-25739752,2023-05-18 08:19:49,2023-05-23 08:19:49,DEP,Rodent,Descriptor_9,10235,741 5th Ave,Queens,40.596864,-74.226391,Resident_2036,917-606-1709,Closed,5
311-28289510,2024-03-28 04:48:54,2024-04-05 04:48:54,DPR,Street Condition,Descriptor_7,10233,625 Broadway,Brooklyn,40.512582,-73.763403,Resident_2037,917-496-2980,In Progress,8
311-98163440,2023-08-24 02:31:37,2023-09-06 02:31:37,DOB,Illegal Parking,Descriptor_13,10392,838 Main St,Manhattan,40.879828,-73.928502,Resident_2038,917-600-4634,Open,13
311-23545865,2023-11-26 11:05:00,2023-12-17 11:05:00,DEP,Street Light Condition,Descriptor_17,10152,624 5th Ave,Manhattan,40.795452,-74.082941,Resident_2039,917-788-8571,Closed,21
311-91877251,2023-12-23 08:46:58,2023-12-29 08:46:58,NYPD,HEAT/HOT WATER,Descriptor_5,10155,355 Main St,Brooklyn,40.872453,-74.189669,Resident_2040,917-658-2549,Closed,6
311-50849298,2024-02-26 19:51:16,2024-03-11 19:51:16,DPR,Broken Muni Meter,Descriptor_20,10297,803 Main St,Staten Island,40.872242,-73.800271,Resident_2041,917-463-7727,In Progress,14
311-77442958,2024-04-03 11:28:01,2024-04-28 11:28:01,DOB,Derelict Vehicle,Descriptor_10,10309,615 Park Ave,Queens,40.880933,-74.161845,Resident_2042,917-596-7662,In Progress,25
311-52706201,2024-12-10 16:00:23,2025-01-02 16:00:23,DSNY,Broken Muni Meter,Descriptor_16,10138,887 Main St,Staten Island,40.595685,-74.044898,Resident_2043,917-576-7161,Open,23
311-44260085,2023-02-28 04:29:57,2023-03-06 04:29:57,DEP,Graffiti,Descriptor_13,10436,186 Broadway,Brooklyn,40.715908,-74.173866,Resident_2044,917-194-7908,Open,6
311-28153097,2023-08-09 09:45:48,2023-08-22 09:45:48,HPD,Street Light Condition,Descriptor_19,10166,213 5th Ave,Brooklyn,40.741634,-73.936154,Resident_2045,917-535-2320,Pending,13
311-93191363,2024-01-13 05:42:34,2024-02-10 05:42:34,DPR,Rodent,Descriptor_14,10428,861 Lexington Ave,Staten Island,40.902001,-73.939552,Resident_2046,917-305-1233,In Progress,28
311-14117774,2024-10-20 17:45:43,2024-10-25 17:45:43,HPD,Noise - Residential,Descriptor_17,10368,339 Broadway,Brooklyn,40.783434,-74.239272,Resident_2047,917-228-4832,Open,5
311-44921475,2024-12-22 01:16:37,2025-01-11 01:16:37,NYPD,HEAT/HOT WATER,Descriptor_4,10471,793 Park Ave,Queens,40.513108,-73.746264,Resident_2048,917-845-7851,In Progress,20
311-24085460,2024-05-10 07:16:33,2024-05-11 07:16:33,DSNY,Blocked Driveway,Descriptor_11,10363,541 Park Ave,Brooklyn,40.527988,-73.829464,Resident_2049,917-486-3268,Closed,1
311-95840592,2024-09-20 02:43:52,2024-10-03 02:43:52,DOB,Illegal Parking,Descriptor_13,10143,326 Main St,Queens,40.515407,-73.96498,Resident_2050,917-257-5509,Closed,13
311-14422509,2024-03-11 00:41:24,2024-04-03 00:41:24,DOB,HEAT/HOT WATER,Descriptor_1,10498,807 Park Ave,Manhattan,40.609176,-73.963566,Resident_2051,917-616-1865,Closed,23
311-83285344,2024-08-19 17:33:21,2024-09-18 17:33:21,DSNY,Rodent,Descriptor_10,10404,435 Lexington Ave,Bronx,40.873899,-74.173344,Resident_2052,917-140-7926,Closed,30
311-89146022,2023-11-08 09:59:03,2023-11-15 09:59:03,HPD,Noise - Residential,Descriptor_10,10404,361 Broadway,Bronx,40.629105,-74.084538,Resident_2053,917-252-1840,Closed,7
311-13923276,2023-08-16 14:27:03,2023-08-20 14:27:03,DPR,Derelict Vehicle,Descriptor_4,10426,525 5th Ave,Queens,40.617714,-74.013317,Resident_2054,917-627-8187,Closed,4
311-87447617,2023-02-27 19:39:37,2023-03-18 19:39:37,DPR,Rodent,Descriptor_6,10287,786 Lexington Ave,Bronx,40.711279,-74.221335,Resident_2055,917-408-7623,Closed,19
311-53978525,2023-02-04 19:38:14,2023-02-22 19:38:14,DPR,Derelict Vehicle,Descriptor_10,10173,926 Lexington Ave,Bronx,40.763875,-74.060973,Resident_2056,917-142-8955,Pending,18
311-77690014,2024-05-10 14:16:46,2024-06-08 14:16:46,DSNY,Street Condition,Descriptor_8,10409,142 Main St,Brooklyn,40.636048,-73.905375,Resident_2057,917-837-7538,Open,29
311-69904598,2024-07-16 18:20:23,2024-07-29 18:20:23,DSNY,HEAT/HOT WATER,Descriptor_12,10447,90 Main St,Queens,40.76586,-73.784246,Resident_2058,917-770-5274,Open,13
311-65285274,2023-03-17 09:53:21,2023-04-04 09:53:21,DOB,Illegal Parking,Descriptor_3,10390,809 Main St,Staten Island,40.806198,-73.954496,Resident_2059,917-396-7528,Open,18
311-40097362,2023-05-14 20:04:20,2023-06-03 20:04:20,DEP,Blocked Driveway,Descriptor_6,10216,684 Broadway,Staten Island,40.564241,-74.071466,Resident_2060,917-387-5357,In Progress,20
311-75587337,2023-01-12 22:45:31,2023-02-09 22:45:31,NYPD,Street Condition,Descriptor_6,10146,453 Park Ave,Manhattan,40.690615,-74.060328,Resident_2061,917-641-9779,Pending,28
311-89660162,2024-11-29 09:02:15,2024-12-16 09:02:15,DSNY,Blocked Driveway,Descriptor_15,10155,767 5th Ave,Bronx,40.638147,-73.737252,Resident_2062,917-796-9772,Pending,17
311-46357038,2024-04-07 19:41:40,2024-05-07 19:41:40,DEP,HEAT/HOT WATER,Descriptor_2,10362,125 Broadway,Bronx,40.56674,-73.878091,Resident_2063,917-607-2006,Closed,30
311-21899759,2023-04-02 15:52:48,2023-04-23 15:52:48,DOB,Blocked Driveway,Descriptor_13,10405,858 Park Ave,Queens,40.72449,-73.984119,Resident_2064,917-663-5667,Closed,21
311-96682172,2024-01-20 01:52:19,2024-02-13 01:52:19,NYPD,Graffiti,Descriptor_20,10112,333 Broadway,Bronx,40.760264,-74.111288,Resident_2065,917-186-7865,Open,24
311-73107881,2023-03-19 22:54:26,2023-03-29 22:54:26,DPR,Graffiti,Descriptor_8,10270,680 5th Ave,Manhattan,40.745213,-73.750782,Resident_2066,917-477-8123,Open,10
311-90823064,2024-04-09 22:33:47,2024-04-12 22:33:47,DSNY,Street Condition,Descriptor_2,10113,192 Park Ave,Manhattan,40.612501,-73.807983,Resident_2067,917-402-1488,Closed,3
311-11598983,2024-01-11 18:12:09,2024-02-02 18:12:09,DOB,Derelict Vehicle,Descriptor_9,10278,374 5th Ave,Manhattan,40.810522,-73.888562,Resident_2068,917-323-7874,Closed,22
311-54159800,2024-05-14 17:00:18,2024-05-21 17:00:18,DOT,Blocked Driveway,Descriptor_12,10125,982 Lexington Ave,Staten Island,40.571178,-74.163124,Resident_2069,917-664-6500,Pending,7
311-18243123,2024-09-22 11:03:50,2024-10-22 11:03:50,DSNY,HEAT/HOT WATER,Descriptor_5,10309,964 Park Ave,Queens,40.507507,-73.818715,Resident_2070,917-896-9372,Open,30
311-51560841,2023-12-05 06:28:55,2023-12-29 06:28:55,DOT,Blocked Driveway,Descriptor_15,10168,661 Park Ave,Brooklyn,40.877529,-74.059738,Resident_2071,917-973-4809,Pending,24
311-79456831,2024-10-30 21:55:04,2024-10-30 21:55:04,DSNY,Street Condition,Descriptor_2,10473,732 Broadway,Bronx,40.517553,-74.236178,Resident_2072,917-934-5731,Pending,0
311-39972197,2024-09-30 13:35:49,2024-10-02 13:35:49,DOB,Derelict Vehicle,Descriptor_14,10430,25 5th Ave,Brooklyn,40.80734,-73.822756,Resident_2073,917-559-2396,Open,2
311-67476110,2024-05-30 13:54:44,2024-05-30 13:54:44,DSNY,Graffiti,Descriptor_20,10338,645 5th Ave,Staten Island,40.870272,-74.103109,Resident_2074,917-146-8689,Pending,0
311-58262368,2024-11-18 11:24:53,2024-11-22 11:24:53,DOT,Rodent,Descriptor_5,10482,761 Main St,Queens,40.777166,-73.868029,Resident_2075,917-636-3678,Closed,4
311-74709684,2023-10-06 08:12:36,2023-10-26 08:12:36,NYPD,Street Condition,Descriptor_5,10348,219 Lexington Ave,Bronx,40.662763,-74.023588,Resident_2076,917-965-2935,Pending,20
311-39950864,2023-08-15 20:24:07,2023-09-08 20:24:07,DOB,Street Light Condition,Descriptor_8,10444,760 5th Ave,Queens,40.83311,-74.099753,Resident_2077,917-932-6873,Open,24
311-95644255,2023-08-27 14:37:19,2023-09-14 14:37:19,DSNY,Illegal Parking,Descriptor_4,10295,477 5th Ave,Staten Island,40.575124,-73.832158,Resident_2078,917-104-4759,Pending,18
311-50179206,2024-06-14 14:53:09,2024-06-22 14:53:09,DSNY,Street Light Condition,Descriptor_10,10346,739 Lexington Ave,Queens,40.582799,-73.826082,Resident_2079,917-189-2980,Closed,8
311-45346494,2024-11-06 00:31:26,2024-11-17 00:31:26,DPR,Broken Muni Meter,Descriptor_1,10417,714 5th Ave,Manhattan,40.820793,-74.074652,Resident_2080,917-547-6032,Closed,11
311-50104822,2023-07-13 14:07:52,2023-07-21 14:07:52,NYPD,Rodent,Descriptor_2,10197,266 Lexington Ave,Staten Island,40.724243,-74.135377,Resident_2081,917-581-2804,Open,8
311-40043456,2024-02-25 23:33:30,2024-03-15 23:33:30,DPR,Noise - Residential,Descriptor_2,10419,362 5th Ave,Bronx,40.757454,-73.880236,Resident_2082,917-816-6462,Pending,19
311-80943632,2023-10-06 16:05:47,2023-10-18 16:05:47,NYPD,Illegal Parking,Descriptor_4,10273,246 5th Ave,Manhattan,40.600594,-74.17007,Resident_2083,917-425-8409,In Progress,12
311-57291253,2024-05-26 05:54:18,2024-05-29 05:54:18,DOT,Derelict Vehicle,Descriptor_2,10404,682 5th Ave,Manhattan,40.718578,-73.8754,Resident_2084,917-591-2472,Open,3
311-53134513,2023-12-01 14:53:39,2023-12-10 14:53:39,DSNY,Street Light Condition,Descriptor_17,10467,796 Park Ave,Manhattan,40.647651,-73.758464,Resident_2085,917-763-4890,Closed,9
311-67590961,2023-05-13 19:20:44,2023-05-23 19:20:44,DSNY,Illegal Parking,Descriptor_2,10413,986 Park Ave,Queens,40.869977,-74.102941,Resident_2086,917-753-8775,Pending,10
311-73530570,2024-09-26 22:57:38,2024-10-26 22:57:38,DEP,Rodent,Descriptor_1,10429,64 Broadway,Staten Island,40.557037,-74.206284,Resident_2087,917-155-1544,Open,30
311-19685009,2024-12-21 00:11:14,2025-01-07 00:11:14,DEP,Rodent,Descriptor_11,10412,120 Broadway,Manhattan,40.598298,-73.726103,Resident_2088,917-159-1616,In Progress,17
311-35803454,2023-04-01 10:53:52,2023-04-25 10:53:52,HPD,Illegal Parking,Descriptor_2,10411,237 Lexington Ave,Brooklyn,40.716195,-74.168366,Resident_2089,917-396-5642,Pending,24
311-49750128,2024-10-13 19:15:25,2024-11-12 19:15:25,DOT,Street Condition,Descriptor_3,10289,390 5th Ave,Queens,40.829567,-73.727198,Resident_2090,917-491-5883,Open,30
311-69730330,2024-02-19 15:10:41,2024-03-09 15:10:41,DOT,Blocked Driveway,Descriptor_5,10237,657 5th Ave,Bronx,40.893138,-73.891836,Resident_2091,917-161-5881,In Progress,19
311-14221475,2023-07-03 10:27:36,2023-07-25 10:27:36,DOT,Street Condition,Descriptor_6,10235,624 Lexington Ave,Brooklyn,40.825667,-73.935626,Resident_2092,917-223-5713,Closed,22
311-69370256,2023-02-11 17:50:43,2023-02-20 17:50:43,DOB,Illegal Parking,Descriptor_12,10338,547 5th Ave,Manhattan,40.709893,-73.938261,Resident_2093,917-489-9957,Pending,9
311-18124187,2023-04-30 05:53:22,2023-04-30 05:53:22,NYPD,Street Light Condition,Descriptor_11,10435,281 Lexington Ave,Queens,40.706464,-74.067263,Resident_2094,917-462-5702,Closed,0
311-12907345,2024-08-18 01:59:11,2024-09-13 01:59:11,NYPD,Illegal Parking,Descriptor_18,10191,224 Lexington Ave,Queens,40.833268,-73.716107,Resident_2095,917-561-8497,In Progress,26
311-99039619,2024-08-06 11:22:43,2024-09-01 11:22:43,HPD,Broken Muni Meter,Descriptor_15,10190,109 5th Ave,Manhattan,40.668439,-73.988757,Resident_2096,917-386-8229,Open,26
311-74125426,2024-06-28 06:11:39,2024-07-12 06:11:39,DOB,Blocked Driveway,Descriptor_18,10430,655 Park Ave,Bronx,40.862456,-73.998734,Resident_2097,917-193-5838,Pending,14
311-79091344,2024-04-19 01:14:26,2024-04-20 01:14:26,DSNY,Graffiti,Descriptor_18,10183,394 Lexington Ave,Brooklyn,40.787597,-73.998516,Resident_2098,917-360-7617,Pending,1
311-26609578,2024-07-23 01:41:02,2024-07-25 01:41:02,DSNY,Blocked Driveway,Descriptor_6,10260,4 Lexington Ave,Queens,40.536416,-73.772756,Resident_2099,917-629-2428,Closed,2
311-94096092,2023-03-06 03:26:22,2023-03-18 03:26:22,DOT,Blocked Driveway,Descriptor_4,10438,129 Broadway,Queens,40.835979,-73.997565,Resident_2100,917-877-3265,Closed,12
311-73871503,2023-03-12 00:30:38,2023-04-03 00:30:38,DEP,Broken Muni Meter,Descriptor_2,10372,591 5th Ave,Queens,40.787765,-73.809788,Resident_2101,917-324-1627,In Progress,22
311-16498464,2023-04-05 12:11:25,2023-04-23 12:11:25,HPD,HEAT/HOT WATER,Descriptor_7,10362,308 Broadway,Bronx,40.642894,-73.956443,Resident_2102,917-687-3488,Closed,18
311-30355362,2024-01-23 22:52:20,2024-01-30 22:52:20,DOB,Illegal Parking,Descriptor_9,10362,373 Park Ave,Queens,40.710641,-74.035931,Resident_2103,917-159-9765,In Progress,7
311-45655043,2024-11-12 20:03:38,2024-11-19 20:03:38,HPD,Noise - Residential,Descriptor_14,10398,421 Park Ave,Staten Island,40.871845,-73.810212,Resident_2104,917-588-7319,Closed,7
311-85917532,2024-11-22 08:25:30,2024-12-02 08:25:30,DOT,Street Condition,Descriptor_7,10360,594 Main St,Staten Island,40.856807,-73.980507,Resident_2105,917-894-4880,In Progress,10
311-39179324,2024-12-15 00:58:54,2024-12-27 00:58:54,DOT,Graffiti,Descriptor_11,10373,222 Broadway,Brooklyn,40.891895,-74.215614,Resident_2106,917-535-9143,In Progress,12
311-38153339,2023-10-30 10:11:34,2023-11-18 10:11:34,DOT,Blocked Driveway,Descriptor_3,10272,58 Park Ave,Queens,40.815981,-73.975554,Resident_2107,917-102-8973,Closed,19
311-39286415,2024-10-11 22:47:52,2024-10-26 22:47:52,DPR,Street Condition,Descriptor_15,10146,69 Lexington Ave,Brooklyn,40.65322,-74.161613,Resident_2108,917-462-1312,Pending,15
311-59222922,2023-05-24 23:34:04,2023-06-12 23:34:04,DOB,Rodent,Descriptor_3,10108,951 Lexington Ave,Bronx,40.668225,-73.742099,Resident_2109,917-741-1333,Open,19
311-89560936,2024-01-27 10:13:02,2024-02-14 10:13:02,DOB,Noise - Residential,Descriptor_6,10428,341 Lexington Ave,Brooklyn,40.803049,-74.13738,Resident_2110,917-459-4704,Open,18
311-80151297,2024-07-17 11:52:36,2024-07-25 11:52:36,HPD,Graffiti,Descriptor_12,10308,759 Broadway,Brooklyn,40.845364,-73.923955,Resident_2111,917-857-9236,In Progress,8
311-32965962,2023-11-03 21:04:25,2023-11-28 21:04:25,DSNY,Street Condition,Descriptor_5,10163,354 5th Ave,Manhattan,40.765013,-73.81747,Resident_2112,917-985-1095,Open,25
311-20443426,2024-06-02 12:25:39,2024-06-04 12:25:39,DOT,Street Condition,Descriptor_11,10357,193 Main St,Bronx,40.789772,-74.160161,Resident_2113,917-358-7359,Pending,2
311-85572925,2023-11-26 04:20:58,2023-12-02 04:20:58,DSNY,HEAT/HOT WATER,Descriptor_3,10261,802 Lexington Ave,Queens,40.718368,-73.866078,Resident_2114,917-914-3809,Pending,6
311-67494473,2023-08-29 04:26:10,2023-09-14 04:26:10,DOT,Broken Muni Meter,Descriptor_6,10119,219 Main St,Manhattan,40.517232,-74.060835,Resident_2115,917-149-6222,Pending,16
311-89511255,2024-04-20 06:55:59,2024-05-14 06:55:59,NYPD,Noise - Residential,Descriptor_5,10485,564 5th Ave,Staten Island,40.554568,-73.781414,Resident_2116,917-911-2952,Pending,24
311-97306622,2024-12-22 04:51:44,2024-12-30 04:51:44,DPR,Rodent,Descriptor_19,10343,649 Park Ave,Manhattan,40.608886,-74.245633,Resident_2117,917-403-6752,Pending,8
311-61202460,2023-03-10 10:52:07,2023-04-04 10:52:07,DEP,Rodent,Descriptor_3,10345,625 Park Ave,Bronx,40.504699,-73.869141,Resident_2118,917-790-7301,In Progress,25
311-83992983,2023-01-03 01:11:23,2023-01-15 01:11:23,DOT,Graffiti,Descriptor_16,10143,616 5th Ave,Staten Island,40.664818,-74.095897,Resident_2119,917-880-8471,Closed,12
311-29337459,2023-11-16 04:52:23,2023-11-24 04:52:23,HPD,Street Light Condition,Descriptor_10,10290,272 Main St,Staten Island,40.692265,-73.924668,Resident_2120,917-245-5444,Pending,8
311-40783976,2023-05-05 12:17:44,2023-05-31 12:17:44,DSNY,Broken Muni Meter,Descriptor_4,10168,217 Broadway,Staten Island,40.767203,-73.764561,Resident_2121,917-542-8468,Closed,26
311-70418977,2023-05-29 15:57:44,2023-06-17 15:57:44,DPR,Noise - Residential,Descriptor_17,10461,838 Main St,Manhattan,40.506089,-74.193387,Resident_2122,917-113-3021,Closed,19
311-79123454,2023-06-23 03:39:20,2023-07-12 03:39:20,DEP,Graffiti,Descriptor_20,10341,662 5th Ave,Queens,40.694308,-74.105716,Resident_2123,917-416-9363,Open,19
311-78897174,2023-09-03 20:37:10,2023-09-08 20:37:10,HPD,Rodent,Descriptor_20,10461,545 Main St,Queens,40.608841,-74.227501,Resident_2124,917-105-5049,Pending,5
311-35147572,2024-07-16 14:53:04,2024-07-30 14:53:04,HPD,Rodent,Descriptor_4,10429,218 Main St,Staten Island,40.802135,-73.883606,Resident_2125,917-793-4831,Pending,14
311-92213876,2024-09-12 05:52:32,2024-10-07 05:52:32,DOT,Blocked Driveway,Descriptor_16,10486,397 Main St,Brooklyn,40.685808,-73.795647,Resident_2126,917-787-3974,Pending,25
311-54364322,2023-10-13 14:22:28,2023-10-20 14:22:28,DPR,Broken Muni Meter,Descriptor_4,10328,814 Broadway,Staten Island,40.794927,-73.74821,Resident_2127,917-103-1872,Closed,7
311-89025079,2023-07-03 17:35:21,2023-07-04 17:35:21,DOB,Derelict Vehicle,Descriptor_16,10205,972 Broadway,Bronx,40.723048,-73.738364,Resident_2128,917-835-1980,Pending,1
311-85975835,2024-10-05 04:39:48,2024-11-03 04:39:48,DOT,Graffiti,Descriptor_3,10242,465 5th Ave,Brooklyn,40.511102,-74.114521,Resident_2129,917-338-6428,In Progress,29
311-25971310,2024-12-14 20:23:22,2024-12-29 20:23:22,DPR,Broken Muni Meter,Descriptor_17,10243,273 Park Ave,Manhattan,40.632863,-74.149533,Resident_2130,917-378-5107,Closed,15
311-88916690,2023-02-13 01:22:04,2023-03-01 01:22:04,NYPD,Rodent,Descriptor_20,10456,904 Main St,Brooklyn,40.553894,-73.766257,Resident_2131,917-753-1945,Open,16
311-69147810,2023-12-18 21:31:49,2023-12-25 21:31:49,DEP,Blocked Driveway,Descriptor_17,10296,832 Main St,Brooklyn,40.813208,-74.024649,Resident_2132,917-617-9290,Closed,7
311-41204829,2024-10-13 18:17:37,2024-11-01 18:17:37,NYPD,HEAT/HOT WATER,Descriptor_2,10363,409 5th Ave,Staten Island,40.86586,-74.129525,Resident_2133,917-387-3016,Pending,19
311-46602268,2024-07-04 13:08:14,2024-07-20 13:08:14,DPR,Blocked Driveway,Descriptor_1,10212,748 Park Ave,Manhattan,40.524782,-74.139678,Resident_2134,917-143-2009,Closed,16
311-64250359,2024-08-20 02:48:35,2024-09-01 02:48:35,NYPD,HEAT/HOT WATER,Descriptor_2,10418,754 Park Ave,Staten Island,40.581445,-73.710104,Resident_2135,917-262-9403,Pending,12
311-54150362,2024-08-14 04:16:08,2024-09-04 04:16:08,DOB,HEAT/HOT WATER,Descriptor_16,10198,669 5th Ave,Manhattan,40.535429,-73.856158,Resident_2136,917-181-9562,Open,21
311-83613868,2023-04-18 23:44:41,2023-04-22 23:44:41,DSNY,Illegal Parking,Descriptor_12,10151,105 Park Ave,Bronx,40.809656,-73.770813,Resident_2137,917-972-4654,In Progress,4
311-61272647,2024-08-20 03:10:32,2024-08-29 03:10:32,HPD,Street Condition,Descriptor_1,10462,465 5th Ave,Bronx,40.796765,-73.84737,Resident_2138,917-479-9953,Closed,9
311-55194971,2024-07-16 06:38:11,2024-07-27 06:38:11,DOB,HEAT/HOT WATER,Descriptor_14,10152,53 Main St,Staten Island,40.721353,-74.150561,Resident_2139,917-400-8249,Pending,11
311-40781846,2023-08-10 16:13:15,2023-09-01 16:13:15,DSNY,Street Condition,Descriptor_2,10331,655 5th Ave,Staten Island,40.649164,-73.911014,Resident_2140,917-745-4118,Pending,22
311-90923614,2024-06-11 22:47:34,2024-06-25 22:47:34,NYPD,Rodent,Descriptor_17,10136,237 5th Ave,Manhattan,40.594117,-74.051981,Resident_2141,917-820-4174,In Progress,14
311-47973742,2023-05-04 23:18:45,2023-06-02 23:18:45,DOT,Noise - Residential,Descriptor_16,10263,551 5th Ave,Queens,40.50065,-74.154999,Resident_2142,917-837-3099,Open,29
311-65578087,2023-07-04 14:40:28,2023-07-07 14:40:28,DEP,Illegal Parking,Descriptor_14,10147,330 Park Ave,Brooklyn,40.602452,-74.23241,Resident_2143,917-996-2308,In Progress,3
311-75018924,2024-05-15 04:22:21,2024-06-04 04:22:21,DEP,Rodent,Descriptor_20,10339,465 Lexington Ave,Queens,40.79151,-74.012022,Resident_2144,917-237-9964,Closed,20
311-87767072,2024-11-04 18:28:17,2024-12-03 18:28:17,DSNY,Illegal Parking,Descriptor_17,10366,631 Lexington Ave,Manhattan,40.605178,-73.747108,Resident_2145,917-114-1183,Pending,29
311-39281663,2023-12-30 08:20:48,2024-01-03 08:20:48,HPD,Noise - Residential,Descriptor_10,10178,550 Main St,Manhattan,40.749847,-73.893233,Resident_2146,917-986-4217,Open,4
311-49309234,2023-08-24 21:01:49,2023-08-24 21:01:49,NYPD,Blocked Driveway,Descriptor_20,10496,850 Main St,Queens,40.810758,-73.73198,Resident_2147,917-852-8590,In Progress,0
311-88112990,2024-12-22 17:16:30,2025-01-01 17:16:30,DEP,Street Condition,Descriptor_19,10118,587 Lexington Ave,Brooklyn,40.523987,-73.782032,Resident_2148,917-426-2290,Closed,10
311-85911140,2024-10-29 10:38:44,2024-11-11 10:38:44,DPR,HEAT/HOT WATER,Descriptor_20,10227,882 Broadway,Bronx,40.637793,-73.841395,Resident_2149,917-458-1554,In Progress,13
311-79550783,2023-04-12 15:33:08,2023-04-28 15:33:08,DSNY,Rodent,Descriptor_20,10121,120 Park Ave,Bronx,40.552309,-73.842022,Resident_2150,917-662-6027,Pending,16
311-67166522,2024-03-08 08:09:42,2024-03-17 08:09:42,DOB,Derelict Vehicle,Descriptor_12,10367,399 Broadway,Queens,40.859645,-73.902259,Resident_2151,917-364-7969,In Progress,9
311-99524696,2024-09-09 10:01:04,2024-09-25 10:01:04,DOT,Broken Muni Meter,Descriptor_19,10497,929 5th Ave,Staten Island,40.553895,-74.194109,Resident_2152,917-483-4728,Closed,16
311-66049445,2023-07-01 06:41:22,2023-07-13 06:41:22,NYPD,Street Light Condition,Descriptor_6,10454,430 Main St,Staten Island,40.902369,-74.04326,Resident_2153,917-398-7743,Open,12
311-28750191,2024-10-15 12:41:34,2024-11-03 12:41:34,NYPD,Derelict Vehicle,Descriptor_20,10302,376 Park Ave,Brooklyn,40.860034,-73.849181,Resident_2154,917-951-3748,In Progress,19
311-11102048,2023-10-01 19:13:37,2023-10-21 19:13:37,DOT,Derelict Vehicle,Descriptor_6,10288,959 Broadway,Queens,40.857813,-73.935305,Resident_2155,917-352-1932,Closed,20
311-15533435,2023-12-06 06:19:20,2023-12-13 06:19:20,HPD,Blocked Driveway,Descriptor_9,10309,528 Main St,Bronx,40.862756,-73.779557,Resident_2156,917-125-5315,Open,7
311-19596986,2024-06-12 04:22:27,2024-07-04 04:22:27,NYPD,Broken Muni Meter,Descriptor_1,10373,693 Lexington Ave,Brooklyn,40.620045,-73.7187,Resident_2157,917-278-4831,In Progress,22
311-68646249,2024-07-14 02:42:09,2024-07-16 02:42:09,HPD,Broken Muni Meter,Descriptor_1,10174,781 Lexington Ave,Manhattan,40.784728,-73.771782,Resident_2158,917-150-2433,In Progress,2
311-47008517,2023-08-24 09:42:47,2023-09-12 09:42:47,DOB,Broken Muni Meter,Descriptor_17,10308,923 5th Ave,Manhattan,40.871838,-74.061088,Resident_2159,917-291-5165,Pending,19
311-62716202,2024-11-02 03:46:52,2024-11-25 03:46:52,NYPD,Graffiti,Descriptor_15,10385,901 Broadway,Queens,40.603147,-73.968543,Resident_2160,917-843-1016,Closed,23
